Elementary,Intermediate ,Advanced
"The mission hopes to inspire people to
“believe that all things are possible, that you
can achieve anything,” like the Apollo
moon landings.","The aim is to establish a permanent human
colony, according to Mars One’s website.
The first team would land on Mars in 2023 to
begin building the colony, with a team of four
astronauts every two years after that.","Founded in 2010 by Bas Lansdorp, an engineer,
Mars One says it has developed a realistic road
map and financing plan for the project based
on existing technologies and that the mission
is perfectly feasible. The website states that
the basic elements required for life are already
present on the planet. For instance, water can
be extracted from ice in the soil and Mars has
sources of nitrogen, the primary element in the
air we breathe. The colony will be powered by
specially adapted solar panels, it says."
"“Mars One believes it is not only possible
but necessary that we build a permanent
colony on Mars so that we can improve
our understanding of the solar system, the
origins of life, and our place in the universe,”
it says.","The project has its sceptics, however, and
people are worried about how astronauts
might get to the planet and build a colony
with all the life support and other
requirements needed.","Mars One said it had signed a contract with the
American firm Paragon Space Development
Corporation to take the first steps in developing
the life support system and spacesuits fit for
the mission."
,"The mission hopes to inspire generations
to “believe that all things are possible, that
anything can be achieved,” like the Apollo
moon landings.","The project will cost a reported $6bn, a sum
Lansdorp has said he hopes will be met partly
by selling broadcasting rights. “The broadcasting
revenue from the London Olympics was almost
enough to finance a mission to Mars,” Lansdorp
said, in an interview with ABC News."
,"“Mars One believes it is not only possible but
necessary that we establish a permanent
colony on Mars in order to speed up our
understanding of the formation of the solar
system, the origins of life and, of equal
importance, our place in the universe,” it says.","Another ambassador to the project is Paul Römer,
the co-creator of Big Brother, one of the first, and
most successful, reality TV shows."
,,"On the website, Römer gave an indication of how
the broadcasting of the project might proceed: “This mission to Mars could be the biggest media
event in the world,” said Römer. “Reality meets
talent show with no ending and the whole
world watching.”"
,,"The aim is to establish a permanent human
colony, according to the company’s website. The
first team would land on the surface of Mars in
2023 to begin constructing the colony, with a
team of four astronauts every two years
after that."
,,"The project is not without its sceptics, however,
and concerns have been raised about how
astronauts might get to the planet and establish
a colony with all the life support and other
requirements needed."
,,"Professor Gerard ‘t Hooft, winner of the Nobel
Prize for theoretical physics in 1999, is an
ambassador for the project. ‘T Hooft admits there
are unknown health risks. The radiation is “of
quite a different nature” from anything that has
been tested on Earth, he said."
,,"The mission hopes to inspire generations to
“believe that all things are possible, that anything
can be achieved,” much like the Apollo
Moon landings."
,,"“Mars One believes it is not only possible,
but imperative that we establish a permanent
settlement on Mars in order to accelerate
our understanding of the formation of the
solar system, the origins of life and, of equal
importance, our place in the universe,” it says."
